,move_st_hr,move_arv_hr,start_place_cd,arv_place_cd,sex_nm,age_grp,popl_cnt
326,2019-09-30 16:00:00,2019-10-01 01:00:00,111551,310209,F,40,3.45
327,2019-09-30 16:00:00,2019-10-01 01:00:00,111620,310430,M,60,3.53
328,2019-09-30 16:00:00,2019-10-01 01:00:00,110033,110049,M,70,5.92
329,2019-09-30 16:00:00,2019-10-01 01:00:00,110084,110094,M,40,3.09
330,2019-09-30 16:00:00,2019-10-01 01:00:00,110164,110841,F,50,3.12
331,2019-09-30 16:00:00,2019-10-01 01:00:00,110431,110497,F,50,3.03
332,2019-09-30 16:00:00,2019-10-01 01:00:00,111195,111191,F,10,5.97
333,2019-09-30 16:00:00,2019-10-01 01:00:00,111476,311476,F,40,3.33
334,2019-09-30 16:00:00,2019-10-01 01:00:00,310130,111764,F,10,4.06
335,2019-09-30 16:00:00,2019-10-01 01:00:00,310514,111119,M,60,4.09
336,2019-09-30 16:00:00,2019-10-01 01:00:00,110903,110203,F,20,2.06
337,2019-09-30 16:00:00,2019-10-01 01:00:00,310968,110806,M,40,3.2
338,2019-09-30 16:00:00,2019-10-01 02:00:00,110070,110096,M,50,3.28
339,2019-09-30 16:00:00,2019-10-01 04:00:00,220593,110067,F,60,3.8
340,2019-09-30 16:00:00,2019-10-01 04:00:00,111072,330126,F,10,4.09
341,2019-09-30 16:00:00,2019-10-01 06:00:00,330217,111352,M,30,2.66
342,2019-09-30 16:00:00,2019-10-01 08:00:00,312277,111569,M,20,2.23
343,2019-09-30 16:00:00,2019-10-01 09:00:00,110192,230027,F,20,2.06
344,2019-09-30 16:00:00,2019-10-01 09:00:00,330763,110210,M,50,3.28
345,2019-09-30 16:00:00,2019-10-01 10:00:00,111117,340283,F,50,3.26
346,2019-09-30 16:00:00,2019-10-01 10:00:00,110334,230027,F,50,3.27
347,2019-09-30 16:00:00,2019-10-01 11:00:00,110370,310728,M,40,3.2
348,2019-09-30 16:00:00,2019-10-01 12:00:00,330413,110415,M,60,4.07
349,2019-09-30 16:00:00,2019-10-01 13:00:00,111436,320360,F,20,2.2
350,2019-09-30 16:00:00,2019-10-01 00:00:00,110029,110848,F,40,3.43
351,2019-09-30 16:00:00,2019-10-01 00:00:00,110077,110077,F,20,2.13
352,2019-09-30 16:00:00,2019-10-01 00:00:00,110152,110554,M,50,3.3
353,2019-09-30 16:00:00,2019-10-01 00:00:00,110362,110369,F,50,3.26
354,2019-09-30 16:00:00,2019-10-01 00:00:00,110663,110602,F,70,8.89
355,2019-09-30 16:00:00,2019-10-01 00:00:00,110811,110745,F,30,2.41
356,2019-09-30 16:00:00,2019-10-01 00:00:00,110826,310404,M,30,2.37
357,2019-09-30 16:00:00,2019-10-01 00:00:00,110846,110972,F,40,3.31
358,2019-09-30 16:00:00,2019-10-01 00:00:00,111085,110965,M,30,2.71
359,2019-09-30 16:00:00,2019-10-01 00:00:00,111117,111112,F,50,3.12
360,2019-09-30 16:00:00,2019-10-01 00:00:00,111415,330128,F,10,4.09
361,2019-09-30 16:00:00,2019-10-01 00:00:00,111528,111320,F,30,2.39
362,2019-09-30 16:00:00,2019-10-01 00:00:00,111744,110724,M,10,6.65
363,2019-09-30 16:00:00,2019-10-01 00:00:00,230027,111019,F,20,2.2
364,2019-09-30 16:00:00,2019-10-01 00:00:00,311392,111807,M,50,3.28
365,2019-09-30 16:00:00,2019-10-01 00:00:00,110073,230367,F,10,4.08
366,2019-09-30 16:00:00,2019-10-01 00:00:00,110077,310492,F,40,3.33
367,2019-09-30 16:00:00,2019-10-01 00:00:00,110287,110287,M,50,3.27
368,2019-09-30 16:00:00,2019-10-01 00:00:00,111573,110825,F,20,2.16
369,2019-09-30 16:00:00,2019-10-01 00:00:00,110075,111203,M,30,2.71
370,2019-09-30 16:00:00,2019-10-01 00:00:00,110859,110710,M,40,3.0
371,2019-09-30 16:00:00,2019-10-01 00:00:00,110985,110987,M,30,2.38
372,2019-09-30 16:00:00,2019-10-01 00:00:00,111693,111734,M,20,2.26
373,2019-09-30 16:00:00,2019-10-01 00:00:00,111819,111507,M,30,2.37
374,2019-09-30 16:00:00,2019-10-01 01:00:00,110037,110683,F,20,2.07
375,2019-09-30 16:00:00,2019-10-01 01:00:00,110047,110049,M,60,4.06
376,2019-09-30 16:00:00,2019-10-01 01:00:00,110210,310120,F,20,2.07
377,2019-09-30 16:00:00,2019-10-01 01:00:00,110264,111728,M,60,4.08
378,2019-09-30 16:00:00,2019-10-01 01:00:00,110545,110628,M,20,2.7
379,2019-09-30 16:00:00,2019-10-01 01:00:00,110593,110585,M,50,3.31
380,2019-09-30 16:00:00,2019-10-01 01:00:00,110973,110967,M,10,4.55
381,2019-09-30 16:00:00,2019-10-01 01:00:00,111032,111030,M,30,2.38
382,2019-09-30 16:00:00,2019-10-01 01:00:00,111037,310115,M,50,3.3
383,2019-09-30 16:00:00,2019-10-01 01:00:00,111037,390317,F,20,2.2
384,2019-09-30 16:00:00,2019-10-01 01:00:00,111586,311476,F,30,3.04
385,2019-09-30 16:00:00,2019-10-01 01:00:00,311350,111375,F,30,2.38
386,2019-09-30 16:00:00,2019-10-01 01:00:00,312720,110665,F,30,3.05
387,2019-09-30 16:00:00,2019-10-01 01:00:00,110030,111097,M,50,3.33
388,2019-09-30 16:00:00,2019-10-01 01:00:00,110290,311251,F,40,3.33
389,2019-09-30 16:00:00,2019-10-01 01:00:00,111037,312439,M,40,3.18
390,2019-09-30 16:00:00,2019-10-01 01:00:00,111384,311152,F,20,2.2
391,2019-09-30 16:00:00,2019-10-01 01:00:00,111482,110232,M,30,2.32
392,2019-09-30 16:00:00,2019-10-01 01:00:00,111521,111519,F,40,3.44
393,2019-09-30 16:00:00,2019-10-01 01:00:00,111776,110263,F,70,5.72
394,2019-09-30 16:00:00,2019-10-01 01:00:00,110049,110049,F,70,8.81
395,2019-09-30 16:00:00,2019-10-01 01:00:00,111243,310397,M,50,3.33
396,2019-09-30 16:00:00,2019-10-01 01:00:00,111250,310466,F,20,2.2
397,2019-09-30 16:00:00,2019-10-01 01:00:00,220480,111583,M,50,3.32
398,2019-09-30 16:00:00,2019-10-01 01:00:00,311813,111322,M,60,4.13
399,2019-09-30 16:00:00,2019-10-01 02:00:00,110595,312683,M,50,3.31
